YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2018,201800506463,168.30673436,3,1,4,2,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800506474,27.309772539,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1
2018,201800506475,23.348146321,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800506477,78.256748899,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506478,160.2243118,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800506487,29.712082871,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800506490,246.46117138,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1
2018,201800506500,232.71733362,3,1,4,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2018,201800506503,166.87607366,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506511,130.4288927,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506517,132.19368605,3,2,1,2,3,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506527,238.54654395,3,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800506531,233.27640153,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506545,68.242863322,2,2,1,1,1,5,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1
2018,201800506548,180.93534702,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506564,237.78983728,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800506569,167.34207019,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506595,246.59381636,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800506598,164.78571996,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800506605,233.27640153,3,2,1,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506623,287.46256766,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506650,67.862385521,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506679,155.17164896,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800506686,171.5466983,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506691,48.369041226,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506705,160.62937696,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506728,232.71733368,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506735,160.62937696,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506766,237.78983729,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506767,170.8649221,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506769,67.862385514,2,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506771,134.07702892,3,2,1,2,3,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800506780,159.99945572,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506783,237.78983729,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800506795,170.8649221,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506803,237.78983729,3,2,4,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800506809,159.99945572,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800506810,170.8649221,3,3,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506813,67.862385514,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506816,134.07702892,3,2,1,1,1,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506827,237.78983729,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506851,159.99945572,2,2,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506856,134.07702892,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506864,34.194551566,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2018,201800506865,76.421257837,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800506867,30.935279886,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2018,201800506880,76.421257837,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2018,201800507005,37.402434265,2,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800507031,377.86543086,3,1,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507052,177.61964128,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2018,201800507054,30.662036709,2,2,1,2,3,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1
2018,201800507059,190.69810158,3,1,1,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507105,265.23227329,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507106,30.490190372,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507142,149.78733643,3,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507232,239.78068423,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507251,136.97469575,3,2,1,2,2,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507255,233.27640153,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507267,228.90184825,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507270,164.65448213,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507271,170.35107959,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507278,233.27640153,3,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507294,233.27640153,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507311,170.91254134,3,2,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507320,239.80618488,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507321,67.857868844,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507325,239.8061849,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800507344,170.9125413,3,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507346,156.64730849,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507350,68.228832414,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507445,166.87607366,3,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1
2018,201800507448,28.261592392,2,2,1,2,2,2,2,1,3,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2018,201800507457,164.65448213,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800507472,158.2852835,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800507478,234.98630467,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800507488,234.98630469,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800507490,170.86492209,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800507494,237.78983728,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507508,28.53375205,2,2,1,1,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800507513,132.19368605,3,2,1,2,3,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507520,229.10337461,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507525,233.27640153,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507536,229.10337466,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507538,156.41087058,3,2,1,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507540,228.90184825,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507545,65.502574947,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507553,134.07702891,3,2,4,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800507554,129.61957258,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507555,238.15882238,3,2,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507559,239.51086571,3,2,4,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507563,159.99945569,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507569,238.54654395,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507571,68.036541887,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507576,239.51086565,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507580,171.5466983,2,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507602,237.78983728,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507616,164.65448213,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507631,170.5424067,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507633,29.900148783,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2018,201800507649,170.35107959,3,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507664,170.35107959,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800507677,69.253329585,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507681,133.78912306,3,1,1,2,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507694,68.22883242,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507699,27.571086465,2,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507703,28.261592392,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800507710,47.644614097,2,2,1,1,1,5,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1
2018,201800507713,159.38534433,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507715,164.65448213,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507718,47.644614097,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507719,68.242863322,2,2,1,2,2,2,1,1,3,2,2,2,1,2,2,2,1,1,1,1,2,1,1
2018,201800507732,65.502574947,2,2,1,1,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800507745,135.78109012,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507756,47.644614097,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507772,136.97469575,3,2,1,2,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507773,238.54654395,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507802,228.90184825,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507808,68.547696415,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507843,164.65448213,3,2,1,2,2,4,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800507847,176.49305492,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800507852,163.08517075,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800507859,66.979833328,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507867,23.01078477,2,2,1,2,2,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507870,239.51086571,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507872,232.6913404,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2018,201800507877,12.818712291,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507884,163.08517082,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2018,201800507887,28.122509473,2,2,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800507904,68.242863306,2,1,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507912,68.140224538,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507915,170.5424067,3,2,1,1,1,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800507928,239.78068423,3,2,1,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507951,32.071875587,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1
2018,201800507961,65.502574947,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507965,170.54240675,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800507968,137.6693695,3,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507977,166.83762682,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2018,201800507981,71.091606667,2,2,1,2,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800507994,136.97469575,3,2,2,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800507995,228.90184825,3,2,4,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1
2018,201800508003,139.09708644,3,2,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508013,255.63285815,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508024,71.091606696,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800508028,29.267514429,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508050,167.76785942,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800508062,31.925903267,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800508063,171.5466983,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508153,232.69134037,3,1,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508187,167.76785942,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800508188,170.64936257,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800508192,239.71349855,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800508195,157.55977236,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800508205,164.65448213,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2018,201800508239,257.70432559,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508244,148.7428718,3,2,1,2,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508247,181.92256147,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800508281,72.545166984,2,1,1,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508301,14.522069841,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508322,257.70432559,3,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800508324,181.92256147,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800508371,29.878196193,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2018,201800508382,67.862385497,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800508388,237.78983722,3,2,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2018,201800508389,170.8649221,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508396,29.692967959,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800508422,159.99945575,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2018,201800508433,170.8649221,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508444,134.0770289,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800508475,78.134540153,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800508510,211.51039651,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800508550,74.967626589,2,1,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508674,190.6981016,3,1,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800508706,239.78068423,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508813,13.965037674,2,2,1,1,1,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2018,201800508821,232.6913404,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508823,170.35107959,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508830,68.242863309,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800508838,129.61957258,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800508845,228.90184825,3,2,1,1,1,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508860,234.98630471,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800508882,160.2243118,2,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800508887,239.78068424,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508894,164.65448213,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800508906,170.5424067,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800508922,159.38534429,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2018,201800508923,28.261592392,2,2,1,1,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800508955,239.78068426,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508965,239.71349847,3,2,1,2,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800508993,27.56155674,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2018,201800509006,134.17014196,3,2,1,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509009,27.154190695,2,2,4,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800509012,139.09708644,3,2,3,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800509019,157.2876567,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509037,232.6913404,3,2,4,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2018,201800509047,239.78068424,3,2,4,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800509065,171.5466983,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509078,238.54654395,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509084,228.90184825,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2018,201800509115,170.54240674,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2018,201800509127,13.937198851,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509131,250.24127665,3,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800509136,167.76785942,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800509195,139.09708644,3,2,4,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800509217,157.28765669,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509226,30.822345129,4,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2018,201800509231,170.64936248,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800509235,68.22883242,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509237,28.149147407,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2018,201800509246,65.502574947,2,2,1,2,2,5,1,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2018,201800509249,232.71733362,3,1,1,2,2,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800509267,164.65448213,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509278,66.983832566,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2018,201800509284,228.90184825,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800509285,129.61957258,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800509288,167.7678594,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800509290,68.140224518,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800509295,68.242863306,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509317,25.527208771,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2018,201800509321,160.11086404,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2018,201800509333,68.036541887,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509353,26.912971521,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2018,201800509359,228.30897338,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2018,201800509393,135.78109012,3,1,1,2,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509409,237.78983722,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2018,201800509423,129.61957262,3,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2018,201800509426,171.5466983,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509449,27.076237554,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509450,238.54654395,3,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509462,180.93534702,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2018,201800509529,250.24127665,3,2,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
